title;url;image
ALX Software Engineering Certificate;https://intranet.alxswe.com/certificates/nF6ZEeMyrN?fbclid=IwY2xjawExkvlleHRuA2FlbQIxMAABHWH3Pk1WpAsZoo7-1n1Ew0LimteGr7uSa7qEE_px6NktAfZIx_auhwNSJg_aem_CzgEaDHLl_ig96H0urjdog;assets/images/certificate.png
